term	adj_pval	trait_efos	trait_category	program_name	enrichment	trait_reported	genes	study_id	pmid	-log10(adj_pval)
EFO_0000676	0.6227000873163149	EFO_0000676	integumentary system disease	5	6.241009125067096	Psoriasis	ZC3H12C;IFIH1;DDX58	GCST004346	PMID:28537254	0.2057210733809108
EFO_0000701, EFO_0009565	0.6227000873163149	EFO_0000701, EFO_0009565	integumentary system disease	5	10.717551798047154	Skin changes due to chronic exposure to nonionizing radiation	ANKRD33B	FINNGEN_R6_L12_NONIONRADISKIN		0.2057210733809108
EFO_0004191	0.6227000873163149	EFO_0004191	integumentary system disease	5	4.844509232264334	Male-pattern baldness	CMPK2;RSAD2	GCST005116	PMID:29146897	0.2057210733809108
EFO_0000274	0.6230433925959551	EFO_0000274	integumentary system disease	36	2.1116069309280796	Atopic dermatitis	ZBTB38	GCST90086149	PMID:34116867	0.20548170533325963
EFO_0003894	0.6233083934901731	EFO_0003894	integumentary system disease	31	2.5381473708094617	acne vulgaris	ERRFI1	GCST90092000	PMID:35132056	0.20529702484565185
EFO_0003894	0.6311235657589643	EFO_0003894	integumentary system disease	20	3.563079116179615	acne vulgaris	SUGCT	GCST90092000	PMID:35132056	0.1998856032383076
EFO_0000701	0.6313181861296341	EFO_0000701	integumentary system disease	48	5.665737102294334	Dermatologic disease	LRRC32	GCST90038679	PMID:33959723	0.19975169994559572
EFO_0003894	0.6371434988695329	EFO_0003894	integumentary system disease	14	2.5561775289884046	acne vulgaris	CCDC138	GCST90092000	PMID:35132056	0.1957627438833937
EFO_0000274	0.6402578110875421	EFO_0000274	integumentary system disease	47	1.9445783132530121	Atopic dermatitis	CCDC80	GCST90086149	PMID:34116867	0.19364511447370814
EFO_0004208	0.6412576978985908	EFO_0004208	integumentary system disease	18	1.8295384615384616	Vitiligo	PTPN1	GCST004785	PMID:27723757	0.19296740841453058
EFO_0004208	0.6422272817343234	EFO_0004208	integumentary system disease	21	2.7093212669683258	Vitiligo	TG	GCST004785	PMID:27723757	0.19231124960257054
EFO_0004191	0.6449679616178319	EFO_0004191	integumentary system disease	14	2.3982310372554276	Male-pattern baldness	ARL17B	GCST005116	PMID:29146897	0.19046185813708252
EFO_0000274	0.6581794105443715	EFO_0000274	integumentary system disease	19	3.099965433805738	Atopic dermatitis	CCDC80	GCST90086149	PMID:34116867	0.1816557076187121
EFO_0000274	0.660924769326475	EFO_0000274	integumentary system disease	2	2.8564593301435406	Atopic dermatitis	SMAD3	GCST90086149	PMID:34116867	0.17984797186957022
EFO_0000274	0.6627594932390662	EFO_0000274	integumentary system disease	39	2.1116069309280796	Atopic dermatitis	GLB1	GCST90086149	PMID:34116867	0.1786440427999777
EFO_0000274	0.6633331253136341	EFO_0000274	integumentary system disease	29	1.9445783132530121	Atopic dermatitis	SMAD3	GCST90086149	PMID:34116867	0.1782683145036568
EFO_0000676	0.6634876047336075	EFO_0000676	integumentary system disease	31	2.119211262264777	Psoriasis	B3GNT2	GCST004346	PMID:28537254	0.1781671862073529
EFO_0004208	0.6634876047336075	EFO_0004208	integumentary system disease	31	2.06242214532872	Vitiligo	LPP	GCST004785	PMID:27723757	0.1781671862073529
EFO_0003894	0.6643253140364064	EFO_0003894	integumentary system disease	37	1.9662851840395916	acne vulgaris	FST	GCST90092000	PMID:35132056	0.17761919850400879
EFO_0003894	0.6663907370458092	EFO_0003894	integumentary system disease	8	1.9772091163534586	acne vulgaris	ADAMTS18	GCST90092000	PMID:35132056	0.17627104833273677
EFO_0003958	0.6723523278363721	EFO_0003958	integumentary system disease	14	1.8758658326686537	Sunburns	TANK	GCST007086	PMID:30595370	0.17240308715935357
EFO_0004191	0.6757159209124913	EFO_0004191	integumentary system disease	28	1.9300108342361864	Male-pattern baldness	FGF5	GCST005116	PMID:29146897	0.1702358483045874
EFO_0003894	0.6768792298759503	EFO_0003894	integumentary system disease	1	4.705122550563922	acne vulgaris	ERRFI1;FST	GCST90092000	PMID:35132056	0.16948881207892277
EFO_0003958	0.6768792298759503	EFO_0003958	integumentary system disease	1	3.4221396117306897	Sunburns	ANKRD11;LURAP1L	GCST007086	PMID:30595370	0.16948881207892277
EFO_0003894	0.6769541537385301	EFO_0003894	integumentary system disease	19	2.793928816306177	acne vulgaris	PNPLA3	GCST90092000	PMID:35132056	0.1694407426185175
EFO_0004191	0.6845732716972538	EFO_0004191	integumentary system disease	47	1.6443002780352178	Male-pattern baldness	MRTFB	GCST005116	PMID:29146897	0.1645800613491779
EFO_0003894	0.686309306999009	EFO_0003894	integumentary system disease	39	1.9031374395411549	acne vulgaris	ADAMTS18	GCST90092000	PMID:35132056	0.16348011162818907
EFO_0003894	0.6878706420041757	EFO_0003894	integumentary system disease	2	2.574460742018982	acne vulgaris	ADAMTS18	GCST90092000	PMID:35132056	0.16249322563931382
EFO_0003894	0.6884306151700135	EFO_0003894	integumentary system disease	29	1.7525972743432747	acne vulgaris	DLC1	GCST90092000	PMID:35132056	0.16213982442269922
EFO_0003894	0.6907942678552376	EFO_0003894	integumentary system disease	6	2.953782342484693	acne vulgaris	SUGCT	GCST90092000	PMID:35132056	0.16065127482369917
EFO_0004191	0.6918451544404267	EFO_0004191	integumentary system disease	2	2.4153846153846152	Male-pattern baldness	SYF2	GCST005116	PMID:29146897	0.1599910964350624
EFO_0003894	0.6978439634427184	EFO_0003894	integumentary system disease	15	2.1435988654391616	acne vulgaris	SEMA4B	GCST90092000	PMID:35132056	0.15624167392610896
EFO_0000274	0.6991883135767627	EFO_0000274	integumentary system disease	43	4.42997542997543	Atopic dermatitis	GLB1	GCST90086149	PMID:34116867	0.15540583922883114
EFO_0000676	0.701169388178756	EFO_0000676	integumentary system disease	8	1.6508519879719346	Psoriasis	ETS1	GCST004346	PMID:28537254	0.15417705269696955
EFO_0004208	0.7012725319744586	EFO_0004208	integumentary system disease	28	1.6715492957746478	Vitiligo	PTPN22	GCST004785	PMID:27723757	0.15411317157540114
EFO_0004208	0.7032863670804204	EFO_0004208	integumentary system disease	41	2.6132751091703055	Vitiligo	LPP	GCST004785	PMID:27723757	0.15286780112652054
EFO_0003958	0.7036145049780775	EFO_0003958	integumentary system disease	35	1.3601581900119561	Sunburns	MEF2C	GCST007086	PMID:30595370	0.15266521616311596
EFO_0000676	0.7049991462873051	EFO_0000676	integumentary system disease	36	1.5890053292320898	Psoriasis	TSC22D1	GCST004346	PMID:28537254	0.15181140891347647
EFO_0000676	0.7059170625654264	EFO_0000676	integumentary system disease	37	1.6417309751504634	Psoriasis	TSC22D1	GCST004346	PMID:28537254	0.1512463207414374
EFO_0004208	0.709230052545718	EFO_0004208	integumentary system disease	38	1.9652805280528052	Vitiligo	FOXP1	GCST004785	PMID:27723757	0.14921287011250933
EFO_0004208	0.7101937967494363	EFO_0004208	integumentary system disease	37	1.5977358490566038	Vitiligo	FOXP1	GCST004785	PMID:27723757	0.1486231254014201
EFO_0004208	0.71398086843915	EFO_0004208	integumentary system disease	50	1.5977358490566038	Vitiligo	FAP	GCST004785	PMID:27723757	0.14631342525831464
EFO_0004208	0.7147517879281094	EFO_0004208	integumentary system disease	6	2.400160642570281	Vitiligo	BCL2L11	GCST004785	PMID:27723757	0.14584474959524
EFO_0000676	0.7149728948427547	EFO_0000676	integumentary system disease	47	1.4633107773559992	Psoriasis	ELMO1	GCST004346	PMID:28537254	0.14571042231550033
EFO_0003958	0.7154654075782728	EFO_0003958	integumentary system disease	38	1.7749015865441966	Sunburns	ANKRD11	GCST007086	PMID:30595370	0.14541135933404506
EFO_0003894	0.7173676726707169	EFO_0003894	integumentary system disease	43	3.992645104120514	acne vulgaris	CRELD2	GCST90092000	PMID:35132056	0.1442581981884271
EFO_0004208	0.7184311273272023	EFO_0004208	integumentary system disease	2	2.0919298245614035	Vitiligo	FAP	GCST004785	PMID:27723757	0.14361485933966492
EFO_0000274	0.7213533197947818	EFO_0000274	integumentary system disease	9	2.1816711590296496	Atopic dermatitis	IQGAP1	GCST90086149	PMID:34116867	0.1418519651663635
EFO_0003958	0.7224321217644623	EFO_0003958	integumentary system disease	43	2.9300553565613807	Sunburns	GALNS	GCST007086	PMID:30595370	0.14120295207036515
EFO_0003894	0.7225321427591804	EFO_0003894	integumentary system disease	13	4.533442682704575	acne vulgaris	PARD6G;SUGCT	GCST90092000	PMID:35132056	0.14114282800056432
EFO_0000701	0.7306754873681515	EFO_0000701	integumentary system disease	11	8.62765753687033	Dermatologic disease	FLG	GCST90038679	PMID:33959723	0.13627546208042574
EFO_0003958	0.7311057805423399	EFO_0003958	integumentary system disease	34	2.6939399388599172	Sunburns	UVSSA	GCST007086	PMID:30595370	0.13601978230035128
EFO_0003958	0.7333797750229166	EFO_0003958	integumentary system disease	37	1.4429578150878446	Sunburns	BNC2	GCST007086	PMID:30595370	0.13467107108261378
EFO_0003958	0.7347657637835854	EFO_0003958	integumentary system disease	36	1.39661518135204	Sunburns	SRPK2	GCST007086	PMID:30595370	0.13385108773131363
EFO_0003958	0.7357714857779174	EFO_0003958	integumentary system disease	8	1.45097463022823	Sunburns	MEF2C	GCST007086	PMID:30595370	0.13325704690617024
EFO_0004208	0.7364205373823877	EFO_0004208	integumentary system disease	46	6.014084507042254	Vitiligo	PTPN22;C1QTNF6;RNASET2	GCST004785	PMID:27723757	0.13287410834364527
EFO_0004191	0.7384360095642116	EFO_0004191	integumentary system disease	10	5.142925857211572	Male-pattern baldness	GORAB;PRDM1	GCST005116	PMID:29146897	0.13168713325284107
EFO_0003958	0.7449320402576814	EFO_0003958	integumentary system disease	47	1.2861373203658006	Sunburns	MEF2C	GCST007086	PMID:30595370	0.12788334589242834
EFO_0003958	0.7476541365110042	EFO_0003958	integumentary system disease	50	1.4429578150878446	Sunburns	CTSC	GCST007086	PMID:30595370	0.12629925954471277
EFO_0000274	0.7600364474192219	EFO_0000274	integumentary system disease	45	3.9150065245759027	Atopic dermatitis	CCDC80	GCST90086149	PMID:34116867	0.11916558070143862
EFO_0004191	0.7672476162052744	EFO_0004191	integumentary system disease	13	2.4504243087872983	Male-pattern baldness	PRDM1	GCST005116	PMID:29146897	0.11506445222230935
EFO_0004208	0.7709395234690145	EFO_0004208	integumentary system disease	25	1.5802666666666667	Vitiligo	LPP	GCST004785	PMID:27723757	0.11297968894493406
EFO_0003958	0.7715416139132755	EFO_0003958	integumentary system disease	42	4.422293106503632	Sunburns	RALY;FANCA	GCST007086	PMID:30595370	0.11264064483672111
EFO_0000274	0.7721714033403957	EFO_0000274	integumentary system disease	10	3.50612563402263	Atopic dermatitis	IL1RL1	GCST90086149	PMID:34116867	0.11228628611191037
EFO_0004191	0.7829964696168679	EFO_0004191	integumentary system disease	17	2.4864759788947515	Male-pattern baldness	FAM53B	GCST005116	PMID:29146897	0.10624019608939989
EFO_0003958	0.7849074457693237	EFO_0003958	integumentary system disease	48	1.5637008676103832	Sunburns	ATP11A	GCST007086	PMID:30595370	0.10518155110373806
EFO_0004208	0.7860172185231329	EFO_0004208	integumentary system disease	4	2.32420233463035	Vitiligo	PPP3CA	GCST004785	PMID:27723757	0.1045679401849218
EFO_0000274	0.7915890352659545	EFO_0000274	integumentary system disease	51	2.9844155844155846	Atopic dermatitis	IQGAP1	GCST90086149	PMID:34116867	0.10150023007513018
EFO_0000676	0.7946339148420398	EFO_0000676	integumentary system disease	13	2.1807146687466483	Psoriasis	STAT3	GCST004346	PMID:28537254	0.09983290326954117
EFO_0000274	0.7994013528999522	EFO_0000274	integumentary system disease	11	3.6002402883460154	Atopic dermatitis	CD247	GCST90086149	PMID:34116867	0.09723512107905802
EFO_0003894	0.7994013528999522	EFO_0003894	integumentary system disease	11	3.244818372210587	acne vulgaris	LAMC2	GCST90092000	PMID:35132056	0.09723512107905802
EFO_0004191	0.810972471614467	EFO_0004191	integumentary system disease	45	3.3104895104895107	Male-pattern baldness	ARL17B	GCST005116	PMID:29146897	0.09099388762465571
EFO_0000676	0.8118502786220289	EFO_0000676	integumentary system disease	51	2.2458226704802047	Psoriasis	STAT3	GCST004346	PMID:28537254	0.09052405593578479
EFO_0004208	0.815794769977751	EFO_0004208	integumentary system disease	1	2.2020664206642064	Vitiligo	FOXP1	GCST004785	PMID:27723757	0.08841908325168196
EFO_0003894	0.8167775300515243	EFO_0003894	integumentary system disease	46	2.953782342484693	acne vulgaris	IL1B	GCST90092000	PMID:35132056	0.08789621840995859
EFO_0003958	0.821915151375764	EFO_0003958	integumentary system disease	17	1.9448914792744987	Sunburns	CYP1B1	GCST007086	PMID:30595370	0.08517301359287598
EFO_0003958	0.824348998771881	EFO_0003958	integumentary system disease	51	1.9739176486164438	Sunburns	ANKRD11	GCST007086	PMID:30595370	0.08388888520566794
EFO_0004208	0.840779907445477	EFO_0004208	integumentary system disease	11	2.636651982378855	Vitiligo	PTPRC	GCST004785	PMID:27723757	0.07531767541680484
EFO_0000676	0.8437000835797875	EFO_0000676	integumentary system disease	56	2.3327777488410857	Psoriasis	STAT3	GCST004346	PMID:28537254	0.0738119078701097
EFO_0004208	0.8437000835797875	EFO_0004208	integumentary system disease	56	2.2702661596958174	Vitiligo	PPP3CA	GCST004785	PMID:27723757	0.0738119078701097
EFO_0003958	0.8464984868757123	EFO_0003958	integumentary system disease	45	2.589439096097308	Sunburns	CHMP1A	GCST007086	PMID:30595370	0.0723738138599673
EFO_0000274	0.8533352368161378	EFO_0000274	integumentary system disease	26	3.9150065245759027	Atopic dermatitis	WDR36	GCST90086149	PMID:34116867	0.06888032065255152
EFO_0003958	0.8610256068569143	EFO_0003958	integumentary system disease	52	4.217708041468199	Sunburns	RALY	GCST007086	PMID:30595370	0.06498393245890344
EFO_0004191	0.8746386399603305	EFO_0004191	integumentary system disease	26	3.3104895104895107	Male-pattern baldness	AKAP1	GCST005116	PMID:29146897	0.05817134021907493
EFO_0003958	0.8779222167470258	EFO_0003958	integumentary system disease	46	2.1676585861518363	Sunburns	CTSC	GCST007086	PMID:30595370	0.0565439605562955
EFO_0000274	0.906654418344136	EFO_0000274	integumentary system disease	44	3.250778703368345	Atopic dermatitis	GLB1	GCST90086149	PMID:34116867	0.042558217687101454
EFO_0000274	0.9087348249138093	EFO_0000274	integumentary system disease	33	3.7337484433374843	Atopic dermatitis	IQGAP1	GCST90086149	PMID:34116867	0.041562828414855875
EFO_0003958	0.921403708184564	EFO_0003958	integumentary system disease	26	2.589439096097308	Sunburns	PPARGC1B	GCST007086	PMID:30595370	0.035550044263875945
EFO_0004191	0.9232724671655024	EFO_0004191	integumentary system disease	54	3.3429208472686733	Male-pattern baldness	CENPW	GCST005116	PMID:29146897	0.034670115307331315
EFO_0004191	0.9242384862273961	EFO_0004191	integumentary system disease	55	4.792042440318302	Male-pattern baldness	SYF2	GCST005116	PMID:29146897	0.034215950978338266
EFO_0003894	0.9295863321335305	EFO_0003894	integumentary system disease	12	3.244818372210587	acne vulgaris	FST	GCST90092000	PMID:35132056	0.031710270412678446
EFO_0004191	0.9295863321335305	EFO_0004191	integumentary system disease	12	3.0443239579803456	Male-pattern baldness	CENPW	GCST005116	PMID:29146897	0.031710270412678446
EFO_0003894	0.9304166527987595	EFO_0003894	integumentary system disease	30	3.1599943713501726	acne vulgaris	CRELD2	GCST90092000	PMID:35132056	0.03132252511334918
EFO_0004191	0.9311991373872094	EFO_0004191	integumentary system disease	59	5.84912734324499	Male-pattern baldness	SYF2	GCST005116	PMID:29146897	0.030957435001047237
EFO_0003894	0.9345377415812556	EFO_0003894	integumentary system disease	44	2.9298543530794854	acne vulgaris	CRELD2	GCST90092000	PMID:35132056	0.02940315482073366
EFO_0004208	0.9426798428900424	EFO_0004208	integumentary system disease	12	2.636651982378855	Vitiligo	FOXP1	GCST004785	PMID:27723757	0.02563577924001389
EFO_0003958	0.9472044381363175	EFO_0003958	integumentary system disease	53	3.7019683672963457	Sunburns	CEP290;ANKRD11	GCST007086	PMID:30595370	0.02355627572504369
EFO_0003894	0.9598831458202949	EFO_0003894	integumentary system disease	22	5.408759124087592	acne vulgaris	MOCS2	GCST90092000	PMID:35132056	0.01778163385038415
EFO_0003958	0.9598831458202949	EFO_0003958	integumentary system disease	22	3.9693078884882596	Sunburns	ANKRD11	GCST007086	PMID:30595370	0.01778163385038415
EFO_0003958	0.9638561276056012	EFO_0003958	integumentary system disease	44	2.150098401574425	Sunburns	CTSC	GCST007086	PMID:30595370	0.015987787310958856
EFO_0004208	0.9638561276056012	EFO_0004208	integumentary system disease	44	2.380717131474104	Vitiligo	RNASET2	GCST004785	PMID:27723757	0.015987787310958856
EFO_0003958	0.9711847456313298	EFO_0003958	integumentary system disease	33	2.4695494305991086	Sunburns	ANKRD11	GCST007086	PMID:30595370	0.012698147665200004
EFO_0003958	0.972119548669659	EFO_0003958	integumentary system disease	57	3.4150943396226414	Sunburns	CTSC	GCST007086	PMID:30595370	0.012280323412232954
EFO_0003894	0.9830842362319148	EFO_0003894	integumentary system disease	3	3.2160498246116402	acne vulgaris	CCDC138	GCST90092000	PMID:35132056	0.007409267759605447
EFO_0003958	0.9830842362319148	EFO_0003958	integumentary system disease	3	2.3601304782448573	Sunburns	FANCA	GCST007086	PMID:30595370	0.007409267759605447
EFO_0003894	0.983226635624928	EFO_0003894	integumentary system disease	40	2.689785624211854	acne vulgaris	NAV2	GCST90092000	PMID:35132056	0.007346364917938589
EFO_0004191	0.9888012316541969	EFO_0004191	integumentary system disease	42	3.2786729857819905	Male-pattern baldness	CENPW	GCST005116	PMID:29146897	0.0048910012962300785
EFO_0007991	5.305139878571461e-07	EFO_0007991	measurement	18	4.56856666840819	Eosinophil percentage of white cells	CD200;S1PR1;TSLP;CXCL2;CXCL8;TNFAIP3;ANKRD33B;NFKBIA;TRAF1;FAM43A;ICOSLG;CD69;CMIP;CEBPD;FOSL1;KLF7;MYC;CSF2;FOXO1;NRIP1;NFKB1;SMAD3;BCL3;PTPN1;HHEX;IER5;IL6	GCST90002382	PMID:32888494	6.275303160737033
EFO_0007996	5.305139878571461e-07	EFO_0007996	measurement	18	8.040595287308806	Eosinophil percentage of granulocytes	CSF2;LRRC32;FOXO1;CD200;CEBPD;NFKB1;SMAD3;ANKRD33B;CXCL6;S1PR1;FAM43A;CXCL2;IRAK2;ICOSLG;MYC;IL6	GCST004617	PMID:27863252	6.275303160737033
EFO_0004713	2.212227341448003e-06	EFO_0004713	measurement	50	3.9696233515614616	Lung function (FEV1/FVC)	DCBLD1;ARHGAP24;ITGAV;JAG1;LTBP2;NCKAP5;ZFAND5;HDLBP;LTBP1;HHIP;COL4A2;CALD1;DNER;SMG6;FBN1;COL4A1;SMURF2;TPM1;THSD4;HSPG2;ADD3;LMCD1;RAI14;SPSB1;GJA1;FNDC3B;TXNDC5;PRSS23;MMP14;ITGB8	GCST90025978	PMID:34226706	5.655170244427464
EFO_0009389	2.637522017827276e-06	EFO_0009389	measurement	18	6.709581459702525	Sum eosinophil basophil counts	CSF2;LRRC32;FOXO1;CD200;CEBPD;ETS1;NFKB1;SMAD3;ANKRD33B;NFKBIA;S1PR1;HHEX;IRAK2;ICOSLG;MYC;IL6	GCST004624	PMID:27863252	5.578803906222791
EFO_0007994	2.728044380872602e-06	EFO_0007994	measurement	18	7.081770081770082	Neutrophil percentage of granulocytes	CSF2;LRRC32;FOXO1;CD200;CEBPD;NFKB1;SMAD3;NFKBIA;CXCL6;HHEX;S1PR1;CXCL2;IRAK2;MYC;IL6	GCST004623	PMID:27863252	5.5641485686888394
EFO_0004842	3.353348530623041e-06	EFO_0004842	measurement	18	4.738722076340526	Eosinophil counts	CD200;ZFP36L1;S1PR1;TSLP;TNFAIP3;ANKRD33B;NFKBIA;FAM43A;ICOSLG;POU2F2;ADD3;CEBPD;FOSL1;IRAK2;MYC;FOXO1;NRIP1;SMAD3;PTPN1;HHEX;IL6	GCST90002302	PMID:32888493	5.474521305783818
EFO_0010701	5.131235974516821e-05	EFO_0010701	measurement	12	4.804924711529428	Mean reticulocyte volume	HMGB1;FOXP1;STK17B;TYMS;TGIF1;FOXM1;RHNO1;CCNA2;KLF6;ITGB3BP;APOLD1;AURKA;TPX2;STK17A;CDCA2;ANLN;PCBP1;KIF23;CDC25B	GCST90025975	PMID:34226706	4.2897780126153195
EFO_0004464	5.6967988278247655e-05	EFO_0004464	measurement	9	2.9970859466948734	Vertex-wise sulcal depth	TGOLN2;MICAL2;DPYSL3;NRP1;SEMA3A;TNIK;CDC42BPA;NR2F1;MACF1;ALCAM;ZHX3;PITRM1;ANKRD50;PLXNA2;TNRC6A;AFAP1;FBN1;PRRC2C;NAV1;B4GALT5;ARHGAP21;ANK3;NFIB;MAP4K4;NAV3;PDCD6IP;GRB10;PCSK5;LRP8;EXT1;CHD7;LAMC1;FGFR1;NRCAM;PKM;ARHGEF12	GCST90095129	PMID:34910505	4.244369116598826
EFO_0004464	0.00014612280709859368	EFO_0004464	measurement	27	2.9296431255483064	Vertex-wise sulcal depth	EFNA5;EPHB3;INKA2;TACC1;DPYSL3;CREB5;CAMTA1;TUBA1A;NRP1;SLC12A8;CORO1C;F2R;PDLIM4;LRRIQ1;DPYSL2;NBL1;CALD1;FBN1;CELF2;DAAM1;ACTN4;TES;GRB10;RND3;EXT1;LRRFIP2;NRP2;FRMD4B;EZR;LAMC1;DAPK1;ELK3;EML1;CALCRL;ITGB8	GCST90095129	PMID:34910505	3.835281993346793
EFO_0004587	0.00023974018447321636	EFO_0004587	measurement	18	3.568944099378882	Lymphocyte counts	JAG1;ETS1;PLK2;NFKBIA;TRAF1;ZNF217;VMP1;CAB39;ZFP36L2;CD69;TCIM;MYC;MAFB;PTPN12;CSF1;TRIB1;ICAM1;PTPN1;HHEX;PLPP3	GCST90002320	PMID:32888493	3.620259164830429
EFO_0004833	0.00023974018447321636	EFO_0004833	measurement	18	3.8552162354924464	Neutrophil count	IRF1;MAFB;CITED4;FAM83E;TNFAIP3;CMIP;EHD4;TRIB1;CEBPD;ETS1;CD34;PDE4B;PLPP3;FAM43A;CXCL2;VMP1;MYC;VEGFA	GCST90002355	PMID:32888493	3.620259164830429
EFO_0007993	0.00027482667363832545	EFO_0007993	measurement	18	3.480717923841863	Lymphocyte percentage of white cells	CDKN2B;SBNO2;EHD4;ZSWIM4;ETS1;S1PR1;CXCL2;CSF3;CAB39;ZFP36L2;CD69;CMIP;CEBPD;CXCL6;MAFB;TRIB1;SMAD3;PTPN1;HHEX;PLPP3	GCST90002389	PMID:32888494	3.5609411185857085
EFO_0004464	0.00043112113125730474	EFO_0004464	measurement	29	2.6987575931412224	Vertex-wise sulcal depth	DLC1;MICAL2;CHIC2;CAMTA1;PAWR;NUAK1;S1PR1;MTCL1;MACF1;F2R;SLIT2;EXOC6;BMP6;ANKRD50;PLXNA2;HHIP;TNRC6A;INSIG2;AFAP1;PRKAG2;MED13L;CALD1;FAM107B;B4GALT5;TPM1;NTN4;VCL;CELF2;DAAM1;NFIB;ACTN4;TLE4;DDAH1;RND3;NRP2;MECOM;RRAS2	GCST90095129	PMID:34910505	3.3654006898263926
EFO_0010736	0.0005942170488138599	EFO_0010736	measurement	29	2.8138542948953655	Cortical surface area	MICAL2;PAWR;NUAK1;S1PR1;SLC38A2;MTCL1;F2R;SLIT2;EXOC6;BMP6;PLXNA2;HHIP;TNRC6A;INSIG2;AFAP1;ZBTB18;PRKAG2;MED13L;CALD1;TPM1;NTN4;CELF2;DAAM1;NFIB;ACTN4;TLE4;COLEC12;DDAH1;RND3;MECOM;RRAS2	GCST90091060	PMID:34560273	3.2260548919137695
EFO_0007988	0.0006430036573718703	EFO_0007988	measurement	18	3.3232415557283352	White blood cell count	TGM2;CDKN2B;CD34;EHD4;ETS1;CXCL2;TNFAIP3;PDE4B;TRAF1;VMP1;CITED4;CD69;CMIP;MAFB;CSF1;NRIP1;ICAM1;PTPN1;PLPP3	GCST90002378	PMID:32888493	3.191786556823983
EFO_0004526	0.000695591256977049	EFO_0004526	measurement	3	4.151946951435224	Mean corpuscular volume	EXO1;RNASEH2B;RIF1;ERI1;HNRNPAB;PRIM1;PDS5B;TYMS;CDCA7;RFC1;PRKDC;RMI2;USP1;RPA1;MYB;RRM1;E2F2	GCST90002338	PMID:32888493	3.1576458853675504
EFO_0004464	0.00079870631441561	EFO_0004464	measurement	50	2.681386151847902	Vertex-wise sulcal depth	COL5A2;TJP1;MICAL2;PLEKHA1;TACC1;DPYSL3;JAG1;F2R;ALCAM;BMP6;NCKAP5;ANKRD50;LTBP1;PLXNA2;HHIP;CALD1;SMG6;FBN1;NT5DC2;NAV1;TCF4;COL4A1;TPM1;THSD4;HSPG2;ERG;DAAM1;MAP4K4;GRB10;TRIM24;FRMD4B;HES1;ITGB8	GCST90095129	PMID:34910505	3.097612882106885
EFO_0007989	0.0008701456911948117	EFO_0007989	measurement	18	3.1056751467710373	Monocyte percentage of white cells	CDKN2B;S1PR1;CXCL2;NFKBIE;VMP1;CITED4;SDCBP;ZFP36L2;CD69;CEBPD;CXCL6;MARCKS;TNFRSF10B;MAP2K3;FOXO1;CSF1;NRIP1;PNRC1;NFKB1;IER5	GCST90002394	PMID:32888494	3.060408026019674
EFO_0005091	0.0008901577206817407	EFO_0005091	measurement	18	3.2832429497738866	Monocyte count	MAFB;ZC3H12A;CITED4;SDCBP;ZFP36L2;CDKN2B;FOXO1;CSF1;NRIP1;EHD4;CCL2;CEBPD;ETS1;NFKB1;PDE4B;PLK2;CXCL2;PMAIP1	GCST90002344	PMID:32888493	3.0505330370032477
EFO_0007990	0.0008901577206817407	EFO_0007990	measurement	18	3.29553264604811	Neutrophil percentage of white cells	MAFB;SLMAP;CDKN2B;ZFP36L2;CSF3;CD69;CMIP;EHD4;TRIB1;CEBPD;ETS1;CXCL6;HHEX;FAM43A;PLPP3;CXCL2;MYC;CAB39	GCST90002399	PMID:32888494	3.0505330370032477
EFO_0004584	0.0013864055010235563	EFO_0004584	measurement	27	3.3856724809074388	Mean platelet volume	LRRFIP1;PDLIM1;CORO1C;CAPZA2;PLEC;CCDC68;ASAP1;RGS3;PACSIN2;TAGLN2;CAVIN2;ESYT2;STMP1;ANKRD28;PFKP;GRK5;ABHD2;MYO5A;GLS;CD9;RFX2	GCST90002349	PMID:32888493	2.858109727083352
EFO_0009388	0.0013927263678494234	EFO_0009388	measurement	18	5.11918186477951	Sum basophil neutrophil counts	CSF3;TRIB1;EHD4;CD34;ETS1;CXCL6;PLPP3;CXCL2;VMP1;VEGFA	GCST004620	PMID:27863252	2.85613420203001
EFO_0009390	0.0013927263678494234	EFO_0009390	measurement	18	5.11918186477951	Sum neutrophil eosinophil counts	CSF3;TRIB1;EHD4;CD34;ETS1;CXCL6;PLPP3;CXCL2;VMP1;VEGFA	GCST004613	PMID:27863252	2.85613420203001
EFO_0007984	0.0015065989645230327	EFO_0007984	measurement	31	3.537806894723802	Platelet distribution width	ARPC2;RSU1;VGLL3;SEPTIN11;RBPMS;LPP;MACF1;WEE1;CLIC4;MTPN;PPP1R3B;COL18A1;TLN1;TAGLN2;VMP1;COL4A1;TPM1;CAV1;CTSZ;PVR;PICALM	GCST90002401	PMID:32888494	2.8220023353914785
EFO_0004980	0.0015797628511929561	EFO_0004980	measurement	35	2.4395714763977234	Appendicular lean mass	ARHGAP26;FLT1;DLC1;ARHGAP24;SOCS2;SLC4A7;ARSJ;JAG1;VAMP5;ABHD17C;SASH1;PREX1;SDCCAG8;SH2B3;FEZ2;ZSWIM6;USP53;LTBP1;MFAP2;SMG6;PTK2;SGK1;TCF4;SMURF2;AKAP13;CDC42EP3;ANK3;SLC7A1;TLE1;E2F7;PDPN;IER2;FOXF1;TRIB1;SMAD3;MEF2C;IGF2BP3;PFKFB3	GCST90000025	PMID:33097823	2.801408103012884
