term	adj_pval	trait_efos	trait_category	program_name	enrichment	trait_reported	genes	study_id	pmid	-log10(adj_pval)
EFO_0007789	0.035257750931754164	EFO_0007789	measurement	10	2.5920809338521402	A body shape index	PLXND1;LAMA4;KCNJ2;CMIP;COL4A2;ABCA1;LPP;LRMDA;LAMB1;HLX;CCDC92;INSR;ADAMTS10;MEIS1	GCST90020024	PMID:34021172	1.4527453945063875
EFO_0004530	0.03533581367488872	EFO_0004530	measurement	19	2.2102847475612015	Triglycerides	MARK1;VCAN;HIVEP3;EYA4;ABCA1;TNFAIP8;SHROOM3;NID2;RSPO3;PDGFC;HMGA2;COLEC11;TRPS1;SLC16A9;ALDH1A2	GCST90018975	PMID:34594039	1.4517849037706358
EFO_0004784	0.03534487704203756	EFO_0004784	measurement	25	1.7005727015198955	Educational attainment (years of education)	LARGE1;CADM1;AUTS2;PLK2;RORA;SYT17;INHBA;HIVEP2;ZNF516;DUSP10;SYT1;FOXP1;PRICKLE2;RNLS;MAML3;STK32B;ADAMTSL3;SHISA5;FARP1;SPOCK1;EXT1;NAV3;EMP1;GLIS3;LENG8;LSAMP;CDH2;EFNA5;NTM;PLCL1;DUSP6;PDGFC;ARID5B;MSI2;SPRED2	GCST006442	PMID:30038396	1.451673524826207
EFO_0004628	0.035351096766439195	EFO_0004628	measurement	24	2.127889376330845	Insulin-like growth factor 1 levels	WLS;BTBD9;PDE10A;GSE1;LRCH1;GAB2;TCF7L2;MAFB;GFRA1;CPEB4;AKT3;APOE;TBX3;FOXO3;ARL15;ANK3;IGFBP3;CPNE8;ZFP36L1;LEPR	GCST011520	PMID:33587031	1.451597107688199
EFO_0007978	0.035351096766439195	EFO_0007978	measurement	24	1.9477539288860044	Red blood cell count	WLS;CITED2;MAP4K3;PPARG;SHROOM3;WWOX;IRS1;CGNL1;RORA;HK1;TCF7L2;SLC39A8;ID2;CPEB4;SEMA3D;FOXP1;BCL11B;KAT2B;EPB41L5;GPRC5A;SLC20A2;PTPRF;ATP2B4;MEIS1;ALDH1A2	GCST90002367	PMID:32888493	1.451597107688199
EFO_0010724	0.035351096766439195	EFO_0010724	measurement	24	2.951489581386241	Leisure sedentary behaviour (television watching)	FHIT;WWC1;ZNF804A;SEMA6D;PDE10A;FOXP1;ISL1;RORA;ZNF608;SOX5;SLC39A8	GCST010084	PMID:32317632	1.451597107688199
EFO_0010724	0.035351096766439195	EFO_0010724	measurement	24	2.951489581386241	Leisure sedentary behaviour (computer use)	FHIT;WWC1;ZNF804A;SEMA6D;PDE10A;FOXP1;ISL1;RORA;ZNF608;SOX5;SLC39A8	GCST010085	PMID:32317632	1.451597107688199
EFO_0004730, EFO_0004748	0.03535885475879739	EFO_0004730, EFO_0004748	measurement	26	8.851971688574318	Thyroid hormone levels [TSH]	IGFBP5;GLIS3;SOX9;NRG1	GCST001856_7	PMID:23408906	1.4515018098351344
EFO_0004833	0.03585618834232479	EFO_0004833	measurement	25	2.0035231614017364	Neutrophil count	UBASH3B;ITGA4;CREB5;PLAUR;MAFB;DLK1;ZNF516;CPEB4;FOXP1;ATXN1;CDK6;HIVEP3;PLCB1;MYC;TNS3;CHSY1;MSI2;MICAL2;SPRED2;CDKN1A;PDLIM1	GCST90002355	PMID:32888493	1.4454358795780473
EFO_0006335	0.03606356731575525	EFO_0006335	measurement	1	11.343537793610153	Systolic blood pressure	PDE8A;MBNL1;GAB2	GCST90000066	PMID:33230300	1.4429313161904196
EFO_0007788	0.036342757333903214	EFO_0007788	measurement	26	2.297635649816587	Waist-hip index	ZFP36L1;CMIP;SPSB1;CITED2;COL8A1;GLI2;LAMB1;CDKN2B;MITF;FN1;FGF1;COL18A1;GLS;COL4A1;COL5A1;TCF7L2;TNS1	GCST90020027	PMID:34021172	1.43958212574921
EFO_0008039	0.036342757333903214	EFO_0008039	measurement	26	2.7936329442785683	Hip index	ADAMTSL3;CMIP;SPSB1;CITED2;CSPG4;ADGRG6;GLI2;FGF1;SEMA3C;ARID5B;COL4A1;TCF7L2	GCST90020026	PMID:34021172	1.43958212574921
EFO_0005090	0.03676365045022348	EFO_0005090	measurement	12	2.7214710449570125	Basophil count	ZFPM1;MYB;ERG;PLCL2;CPEB4;TNFRSF10C;ZEB2;ATP8B4;FOXO1;FLI1;BMP2K;CREB5	GCST90002296	PMID:32888493	1.4345813718322766
EFO_0007987	0.03676365045022348	EFO_0007987	measurement	12	2.7214710449570125	Granulocyte count	LYN;PLPP3;BAZ2B;ETS1;CPEB4;KITLG;TNFRSF10C;ACVRL1;ADGRL4;NPC1;TBC1D8;CREB5	GCST004614	PMID:27863252	1.4345813718322766
EFO_0009592	0.03676365045022348	EFO_0009592	measurement	12	8.211744776962169	Sociability score	FBXL17;SIPA1L1;MBD5;CTTNBP2	GCST012114	PMID:34054130	1.4345813718322766
EFO_0007842	0.03683384433196662	EFO_0007842	measurement	26	6.080605393923301	Chin dimples	NRG1;GLIS3;CCDC68;BMP4;GREM1	GCST003989	PMID:27182965	1.4337529516574297
EFO_0007789	0.036948769547926315	EFO_0007789	measurement	14	2.7022161422708617	A body shape index	TNS1;ZNF423;HOXC6;LPP;LAMB1;GSE1;FN1;ADAMTS6;MAP2K6;ADAMTS9;MMP16;ADAMTS17;BMP4;GRIK2;L3MBTL3	GCST90020024	PMID:34021172	1.432400019716884
EFO_0004617	0.03703277516216222	EFO_0004617	measurement	24	1.838014899260427	Cystatin C levels	SMG6;MAP7;UBASH3B;GRHL2;SHROOM3;CGNL1;DOCK9;RORA;PRICKLE1;BMP4;LRP2;DPF3;KIAA1217;APOE;CSF1;CDC14A;EPB41L5;HEG1;ARL15;RGS5;TPM1;PLPP3;TLE4;SLC20A2;KRT18;MBNL2;ADAMTS9;KCTD1;MEIS1	GCST90025945	PMID:34226706	1.431413741570507
EFO_0009597	0.037094311561368914	EFO_0009597	measurement	11	7.713153724247227	Feeling nervous	CACNA2D1;MBD5;PCDH9;DPYD	GCST006948	PMID:29500382	1.4306926846416022
EFO_0007985	0.03716121643962936	EFO_0007985	measurement	22	1.847575239289091	Plateletcrit	TRPC6;WWOX;IRS1;GSE1;VIM;QPRT;SSBP2;PAN3;DACH1;STAG1;ALPK2;APOE;PLSCR4;ZBTB16;TBX3;TBX6;ZBTB20;P3H2;CPS1;FN1;EGF;HOXA9;ZFP36L1;RAD51B;PLEC;EEPD1;ATP2B4;ARID5B;MSI2;HMGA2;SLC5A3	GCST90002400	PMID:32888494	1.429910078199066
EFO_0007878	0.03721074912872032	EFO_0007878	measurement	27	2.8874422431193976	Alcohol consumption (drinks per week) (MTAG)	GBE1;AUTS2;AGBL1;SEMA6D;CDH11;TSHZ2;NCAM1;SLC4A8;RUNX1T1;RPS6KA5	GCST007472	PMID:30643251	1.42933158665155
EFO_0007006	0.03734019441512378	EFO_0007006	measurement	21	2.657732621179872	Depressive symptoms	SOX6;LSAMP;GPC6;SDK1;NCAM1;RBMS3;ERBB4;ASXL3;MAML3;LRFN5;SOX5	GCST007340	PMID:30643256	1.4278234251872712
EFO_0004832	0.03745184429231951	EFO_0004832	measurement	1	3.037450031559015	Optic disc size	PDZD2;ZEB2;LIMCH1;FOXP1;NCKAP5;LRCH1;LTBP1;TSPAN9;TANC2	GCST009462	PMID:31809533	1.4265267908815902
EFO_0007788	0.03762814987163642	EFO_0007788	measurement	27	2.100623159075881	Waist-hip index	PDE3A;ABCA1;TCF7L2;TNFAIP8;SPSB1;LRMDA;ZNF521;CDKN2B;PBX1;TSHZ2;SEMA3D;LAMB1;FN1;ADAMTS9;BICC1;COL5A1;EMILIN2;SETBP1	GCST90020027	PMID:34021172	1.4244871348635622
EFO_0004305	0.03776339316852851	EFO_0004305	measurement	12	2.005667416626321	Red blood cell count	KITLG;LPP;ZEB2;WWOX;FOXO1;HK1;BMP2K;KLF7;JAG1;CPEB4;STARD13;SORBS1;MEF2C;PROX1;GJA5;ACVRL1;MBNL1;TRPS1;RAD51B;PLCL2;ERG;ATP11A	GCST90018971	PMID:34594039	1.4229289897934443
EFO_0007629	0.038015500915835644	EFO_0007629	measurement	12	2.164741991966217	Hemoglobin A1c levels	VAV3;ST6GAL1;JAG1;CMIP;PROX1;BCL2;ELF1;LPP;P2RY1;HHEX;PCSK1;CCND1;ADAMTS9;EGF;GAB2;HK1;TRPS1;ATP11A	GCST90018958	PMID:34594039	1.4200392826058728
EFO_0007822	0.038015500915835644	EFO_0007822	measurement	12	2.0236222048058163	Hair color	SASH1;MOB3B;GAB2;TNIK;CREB5;AKAP12;CLIC5;ZFPM1;ARHGAP24;EPB41L2;SIPA1L2;BCAR3;EZR;MBNL1;INSIG1;TRPS1;ZFP36L1;RAD51B;DENND1A;FRAS1;CCND1	GCST007082	PMID:30595370	1.4200392826058728
EFO_0007997	0.038015500915835644	EFO_0007997	measurement	12	2.4377719960767963	Granulocyte percentage of myeloid white cells	PLPP3;BAZ2B;TSPAN9;ERG;ZNF516;PAN3;BCL2;DACH1;PLAGL1;LPP;HLX;FOXO1;TRPS1;CREB5	GCST004608	PMID:27863252	1.4200392826058728
EFO_0007978	0.038157298127911174	EFO_0007978	measurement	23	2.2675673465254764	Red blood cell count	ANK1;AGAP1;KITLG;MDM2;WWOX;FOXO1;TSPAN9;TCF7L2;FMN1;CPEB4;KAT2B;THRB;TEX9;EPB41L5;PTEN;ARNTL;PLCL2;RRM2B;GAS6;NDUFAF6	GCST90002367	PMID:32888493	1.4184223847457678
EFO_0004587	0.03866165732939278	EFO_0004587	measurement	13	1.8575547069480105	Lymphocyte counts	AUTS2;LPP;PLK2;SHB;GRK5;COL4A1;MYCT1;FMNL2;ETS1;DACH1;ARHGAP31;PREX1;EXOC6;LRRC8C;ACVRL1;PLPP1;SLC12A2;ITGA1;JAK1;ELF1;HHEX;ADGRL4;BACH2;CXCR4;HDAC7	GCST90002320	PMID:32888493	1.4127195327807611
EFO_0006340	0.03878763180905384	EFO_0006340	measurement	23	2.983875607130236	Mean arterial pressure	SMG6;RGS6;AUTS2;UBASH3B;ARNTL;CPEB4;PTPN3;FBN2;CACNA1D;ARHGAP42;HDAC4;GRM7	GCST90018963	PMID:34594039	1.4113067355754225
EFO_0004735	0.03897470197472724	EFO_0004735	measurement	21	2.3117827703248746	Alanine aminotransferase levels	SOX6;SOX9;PLCE1;FOXO3;EFNA5;MERTK;RSPO3;GAB2;IL1R1;APOE;TRPS1;PLXNB2;ALDH1A2;CDK6	GCST90018943	PMID:34594039	1.4092171970172807
EFO_0007978	0.03950382192243695	EFO_0007978	measurement	27	1.8185679566826471	Red blood cell count	SOX6;WLS;AGAP1;SHROOM3;WWOX;IRS1;ZEB2;PPARGC1A;CGNL1;RORA;TCF7L2;MPPED2;CACNA1C;JAG1;KLF12;ZFPM2;LRMDA;KCNH1;CTDSPL;SEMA3D;AFF3;TNS3;MECOM;BACH2;SPRED2;MEIS1	GCST90002367	PMID:32888493	1.4033608851449624
EFO_0007878	0.039510314006911795	EFO_0007878	measurement	7	3.742047371617518	Alcohol consumption (drinks per week) (MTAG)	POU6F2;CADM2;FZD7;FOXP1;NRXN3;RASGRF2;ACSS3;INPP4B;SORL1	GCST007472	PMID:30643251	1.4032895187638292
EFO_0007946	0.039510314006911795	EFO_0007946	measurement	7	10.16637236084453	Frequency of tiredness / lethargy in last 2 weeks	NLGN1;NTM;NRXN1;CADM2	NEALE2_2080		1.4032895187638292
EFO_0004344	0.03996786102958473	EFO_0004344	measurement	25	2.4587843886705483	Birth weight	MAFB;JAG1;DLK1;PAPPA;MYC;ADGRG6;GLI2;FLT1;RORA;HMGA2;RNLS;MSI2;ANO1	GCST008362	PMID:31043758	1.3982890933687444
EFO_0006340	0.03996786102958473	EFO_0006340	measurement	25	2.3665338418301323	Mean arterial pressure	PRKCA;SOX6;AUTS2;UBASH3B;HIVEP3;ARNTL;NFATC2;CPEB4;YPEL2;PLK2;FBN2;HDAC7;ATP2B1;NGF	GCST90018963	PMID:34594039	1.3982890933687444
EFO_0004532	0.04015362433476386	EFO_0004532	measurement	12	2.1406728202620373	Gamma glutamyl transpeptidase	ZFPM1;CNKSR3;FOXO3;PROX1;BCL2;ELF1;JCAD;EPHA2;SIPA1L2;TAL1;LPP;ACE;CCND1;RORA;ZEB1;ASTN2;SGIP1;YES1	GCST90018954	PMID:34594039	1.3962752484538152
EFO_0009931	0.04017995758529507	EFO_0009931	measurement	1	2.503854229886501	Medication use (agents acting on the renin-angiotensin system)	SOX7;MEF2C;FGD5;SOX6;PLPP3;AUTS2;CMIP;PLEKHG1;MECOM;IGFBP3;PIK3CG;INSR	GCST90018988	PMID:34594039	1.3959905260367997
EFO_0004346, EFO_0006930	0.04051952234805104	EFO_0004346, EFO_0006930	measurement	18	2.6584025001643274	Subcortical volume (min-P)	FAM53B;VCAN;NUAK1;MSX1;DTWD2;SLC20A2;CACNB2;ROBO1;GRB10;TNIK;SLC39A8;FAT3;TRPS1;ALDH1A2;CDK6	GCST010698	PMID:32665545	1.3923356828287459
EFO_0004346, EFO_0006930	0.04051952234805104	EFO_0004346, EFO_0006930	measurement	18	2.6584025001643274	Subcortical volume (MOSTest)	FAM53B;VCAN;NUAK1;MSX1;DTWD2;SLC20A2;CACNB2;ROBO1;GRB10;TNIK;SLC39A8;FAT3;TRPS1;ALDH1A2;CDK6	GCST010702	PMID:32665545	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	1-palmitoyl-2-arachidonoyl-gpc (16:0/20:4n6) levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026052	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	1-stearoyl-2-arachidonoyl-gpc (18:0/20:4) levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026060	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	1-stearoyl-2-linoleoyl-gpc (18:0/18:2) levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026062	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	2,3-dihydroxy-2-methylbutyrate levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026067	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	Ascorbate (vitamin c) levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026126	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	Citramalate levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026140	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	Erythritol levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026156	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	Hydroxyasparagine levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026185	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	Methylmalonate (mma) levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026200	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	Myo-inositol levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026203	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	N-acetylglucosamine/n-acetylgalactosamine levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026212	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	N-acetylhistidine levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026216	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	Oxalate (ethanedioate) levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026243	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	N,n,n-trimethyl-alanylproline betaine (tmap) levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026306	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	Butyrate (4:0) levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026310	PMID:33437055	1.3923356828287459
EFO_0004725	0.04051952234805104	EFO_0004725	measurement	18	3.285844126334924	4-chlorobenzoic acid levels	APCDD1;PRUNE2;FAM110B;EFNA5;TRPM3;CDH11;RORA;HS3ST4;DTNA;CTNNA3;TNFRSF11A	GCST90026314	PMID:33437055	1.3923356828287459
EFO_0004741	0.04059826925646405	EFO_0004741	measurement	26	2.590038237472723	Blood urea nitrogen levels	CDC14A;ADK;COL4A2;DCDC2;PLCE1;NRG1;LPP;RBPMS;PRSS23;ARID5B;HES1;EGFR;BMP4	GCST90018948	PMID:34594039	1.3914924804225315
EFO_0004612	0.04065821090321485	EFO_0004612	measurement	22	2.072518149930663	HDL cholesterol levels	CITED2;BMPR1A;VIM;PPP1R3B;FNDC3A;CTBP2;FOXP1;APOE;ZNF608;ATXN1;ZBTB20;ARL15;TMTC2;CPS1;TPM1;FBLN7;ZFP36L1;EYA1;RAD51B;EEPD1;SMAD3;PDE4D	GCST010242	PMID:32203549	1.3908517356821493
EFO_0004765	0.04069215189571655	EFO_0004765	measurement	21	2.487956191730496	Predicted visceral adipose tissue	SGCZ;FBXL17;CACNA1C;AUTS2;HEG1;FOXO3;HIVEP3;PCDH17;ERBB4;MAML3;TRPS1;SLC39A8	GCST008744	PMID:31501611	1.3904893430362666
EFO_0004735	0.04110036372051601	EFO_0004735	measurement	26	2.4743791821561336	Alanine aminotransferase levels	SOX9;PLCE1;SPINT2;ELF1;CITED2;EPHA2;SHROOM3;GLI2;EZR;GAB2;NPC1;APOE;PLXNB2;CDK6	GCST90018943	PMID:34594039	1.3861543347878211
EFO_0005090	0.04147179737758296	EFO_0005090	measurement	27	2.5254823122773606	Basophil count	EXT1;ZFPM2;LRMDA;STXBP6;ZEB2;CDKN2B;ATP8B4;BACH2;GLCCI1;APBB1IP;SPRED2;CDK6	GCST90002296	PMID:32888493	1.3822471420111782
EFO_0004509	0.04151111711817768	EFO_0004509	measurement	13	1.9281501912439236	Hemoglobin concentration	CITED2;MAP4K3;ZEB2;PHGDH;NR5A2;BMP2K;KLF7;ZFPM2;LRMDA;MEF2C;TIE1;NFIB;ACVRL1;ITGA1;MAML2;FGD5;EDN1;SLC20A2;SMAD1;KIT;MECOM;ERG	GCST90002314	PMID:32888493	1.3818355790345853
EFO_0007800	0.0416270833604008	EFO_0007800	measurement	0	2.391330617969951	Body fat percentage	RANBP17;RORB;LRIG1;UNC79;CADM2;BNC2;NTM;ADCY5;DUSP6;NLGN1;FOXP1;LINGO2;RORA;NRXN3;TCF7L2	GCST90020232	PMID:33980691	1.3806240172866109
EFO_0007789	0.04163193212451877	EFO_0007789	measurement	12	2.3991593480611235	A body shape index	COL4A2;CMIP;BCL2;CPEB4;LPP;HLX;FN1;RORA;ADAMTS9;CREB3L2;ADAMTS10;CALCRL;MEIS1;TNS1	GCST90020024	PMID:34021172	1.3805734331789177
EFO_0004980	0.04169722209660562	EFO_0004980	measurement	12	1.5692208114515611	Appendicular lean mass	SASH1;CMIP;SEC24D;PDE10A;WWOX;GRB10;FOXO1;GRK5;CALCRL;TSPAN9;KLF7;CREB5;SSH2;PCGF5;JAG1;TGFBR3;PCSK1;NEDD4;PTPRG;ARHGAP24;MEF2C;DGKH;FAM184A;ETV6;EPB41L2;ZBTB20;ARL15;ST3GAL1;FOXO3;GNA12;ZNF521;MBNL1;CRISPLD1;TRPS1;IER2;GLS;ZSWIM6;RAD51B;COL4A2;SDCCAG8;PLCL1;ISM1;SCMH1;FLT1;HMGA2;HDAC7;ERG	GCST90000025	PMID:33097823	1.3798928771197956
EFO_0004309	0.04181437632554013	EFO_0004309	measurement	15	2.0398877729637124	Platelet count	PSD3;JADE2;WWOX;TC2N;ETV1;VLDLR;KLF12;FAM168A;YES1;PDE5A;FBXO34;PRC1;ZBTB20;EPB41L2;PLCB1;DDHD1;CPS1;PTEN;EGF;DSE;ZSWIM6;RAD51B;ELF1;RNF145;NREP;ITGA6;SLC5A3;HMGA2;HDAC7	GCST90002361	PMID:32888493	1.3786743764684866
EFO_0007988	0.04208006939637345	EFO_0007988	measurement	9	2.0522204138572424	White blood cell count	UBASH3B;ST8SIA4;KITLG;CALCRL;TSPAN9;ITGA4;L3MBTL3;LYN;DOCK8;ETS1;TNFRSF10C;CD34;CCND2;JCAD;PDE4B;HLX;ACVRL1;KIT;RP1;NREP;ADGRF5;HDAC7;ERG	GCST90002378	PMID:32888493	1.3759235526367033
EFO_0004351	0.04232649754822052	EFO_0004351	measurement	1	3.5733791764686527	Resting heart rate	FBXL17;FRMD4B;RNF220;CALCRL;PMP22;SOX5;SGIP1	GCST003818	PMID:27798624	1.373387667231479
EFO_0009795	0.04238149635261122	EFO_0009795	measurement	0	2.3038275053941257	Serum urea levels	PIP5K1B;MPPED2;BAZ2B;ADGRV1;RBM47;GMDS;PRKAR1B;GLI2;RBPMS;ROBO1;PTPRF;RORA;PITPNC1;TCF7L1;SORL1;ERBB2	GCST90025991	PMID:34226706	1.3728237138307522
EFO_0004509	0.04252392018302069	EFO_0004509	measurement	25	1.9604795607906027	Hemoglobin concentration	FBLN2;WLS;ABCA1;EDNRA;RSPO3;RORA;KLF7;ADGRA2;KCNH1;SEMA3D;RNLS;ETV6;MYC;TPM1;GLIS3;MAML2;RUNX1;ARNTL;EDN1;ADGRG6;NREP	GCST90002314	PMID:32888493	1.3713667056874028
EFO_0006527	0.04265914030154983	EFO_0006527	measurement	1	1.7855748648550593	Smoking initiation (ever regular vs never regular) (MTAG)	AUTS2;CTTNBP2;ZEB2;DCC;GAB2;SOX5;RANBP17;ERC2;VTI1A;TTC28;GAP43;CELF2;FOXP1;AKT3;MAML3;CRIM1;FBXL17;FOXP2;PDE4B;ZNF521;CPNE8;RASGRF2;ZSWIM6;PLCL2;PHACTR1;PLCL1	GCST007468	PMID:30643251	1.3699879010210279
EFO_0004617	0.042905824770348225	EFO_0004617	measurement	14	1.9250599806697368	Cystatin C levels	AUTS2;UBASH3B;PDLIM5;MBD5;CGNL1;LPIN1;STC1;PRICKLE1;BMP4;ESRRG;DLK1;SORBS1;APOE;STRA6;HEG1;FARP1;RGS5;ARL15;CCDC141;TLE4;PLCL1;KRT18;FLT1;HES1;ADAMTS9;HMGA2;MSI2;SPRED2;KCTD1;PDLIM1	GCST90025945	PMID:34226706	1.3674837452534394
EFO_0005091	0.04292716746184639	EFO_0005091	measurement	21	1.8568152945186378	Monocyte count	LPP;CDKN2B;FOXO1;S1PR3;SLC22A3;SESN3;ZFPM2;CABLES1;STXBP5;RUNX2;ATXN1;MDFIC;CDK6;ABO;DPP4;HIVEP3;JCAD;FN1;TRPS1;PLCE1;RBPMS;SPRED2;MEIS1	GCST90002344	PMID:32888493	1.3672677673853353
EFO_0006340	0.04315353635632717	EFO_0006340	measurement	29	2.680703580215982	Mean arterial pressure	ARHGAP24;PLCE1;AUTS2;SMAD6;ZNF423;PREX1;YPEL2;MERTK;NCAM1;FBN2;GUCY1A1;ARHGAP42;ATP2B1;SETBP1	GCST90018963	PMID:34594039	1.3649836088222749
EFO_0004462	0.043693072019013394	EFO_0004462	measurement	14	2.6185574910837977	PR interval	ARHGAP24;TBX3;SIPA1L1;ID2;DLC1;PDLIM5;ELMO1;OBSCN;TTN;FERMT2;LRCH1;RYR2;NFKBIA;FAT1;HAND2	GCST010321	PMID:32439900	1.3595874193782567
EFO_0004784	0.043693436894428075	EFO_0004784	measurement	15	1.906813677655604	Educational attainment (years of education)	CADM1;DIAPH3;AUTS2;CTTNBP2;JADE2;WWOX;MAGI1;SDK1;ETV1;ROBO2;ZFHX4;FHIT;SYT1;FOXP1;CSMD1;GLCCI1;MDFIC;NOVA1;MACROD2;EPB41L2;FARP1;FAT3;ITPR2;PRKN;PHF21A;ZSWIM6;LSAMP;AFF3;TLE4;EFNA5;FZD7;ROBO1;SCMH1;PTPRF	GCST006442	PMID:30038396	1.3595837926541514
EFO_0006527	0.043720014442445235	EFO_0006527	measurement	5	1.990438133295276	Smoking initiation (ever regular vs never regular) (MTAG)	JADE2;CDH6;GRM8;NPAS3;SLIT2;IMMP2L;ERC2;DACH1;NRXN3;WNT3;SYT14;MDFIC;ADGRL3;CNBD1;PCDH9;FOXP2;TMTC2;GRIN2A;PCDH7;FOXN3;TTC29;FAT3;NAV2;EFNA5;CDH1;ARID5B;MSI2;XYLT1	GCST007468	PMID:30643251	1.3593197032577138
EFO_0004343	0.04380908592283632	EFO_0004343	measurement	21	2.0256731032831765	Waist-hip ratio	SMG6;CDH13;DPP4;COL4A2;DLG2;FOXO3;ABCA1;TNFAIP8;SPSB1;EBF1;LAMB1;GPC6;RSPO3;ERBB4;PDE8B;SLC22A3;APOE;MAML3	GCST008996	PMID:30239722	1.3584358082874644
EFO_0007993	0.04380908592283632	EFO_0007993	measurement	21	1.8237462989516025	Lymphocyte percentage of white cells	AUTS2;ZEB2;CDKN2B;RSPO3;S1PR3;COL4A1;ADAM19;SETBP1;KLF12;TTC28;FOXP1;STXBP5;GLCCI1;RUNX2;ATXN1;CDK6;ABO;TNFAIP8;ARHGAP42;SMAD3;RBPMS;CHSY1;SPRED2;LDLRAD3	GCST90002389	PMID:32888494	1.3584358082874644
EFO_0007824	0.043926382580780195	EFO_0007824	measurement	20	2.76604299958011	Pattern 1 | hair/balding pattern	FAM53B;APCDD1;EFEMP1;EPB41L2;FMN1;SH3PXD2B;ISM1;GSE1;ZNRF3;RORA;SHB;DLL1;SLC39A8	NEALE2_2395_1		1.3572745602195997
EFO_0007876	0.04405346762561052	EFO_0007876	measurement	1	2.35271754007117	Insomnia	LHFPL6;MEIS1;BTBD9;FOXP2;AGAP1;PDE4B;NFIB;TANC2;PLCL1;FOXP1;RASGRF2;DCC;KLF7	GCST007988	PMID:30804565	1.3560199008411298
